"ko_id","symbol","name"
"K06228"," FU"," fused [EC:2.7.11.1]"
"K07014"," K07014"," uncharacterized protein"
"K10766"," ALKBH4"," DNA N6-methyl adenine demethylase [EC:1.14.11.51]"
"K15190"," MEPCE, BCDIN3"," 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]"
"K10136"," PERP"," TP53 apoptosis effector"
"K20780"," MDC1"," mediator of DNA damage checkpoint protein 1"
"K01219"," E3.2.1.81"," beta-agarase [EC:3.2.1.81]"
"K12769"," NDT80"," meiosis-specific transcription factor NDT80"
"K19668"," CBH2, cbhA"," cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
"K20807"," nthB"," nitrile hydratase subunit beta [EC:4.2.1.84]"
"K11730"," ACAD11"," acyl-CoA dehydrogenase family member 11"
"K11109"," POT1"," protection of telomeres protein 1"
"K01938"," fhs"," formate--tetrahydrofolate ligase [EC:6.3.4.3]"
"K13177"," DDX1"," ATP-dependent RNA helicase DDX1 [EC:3.6.4.13]"
"K10574"," UBE2B, RAD6B"," ubiquitin-conjugating enzyme E2 B [EC:2.3.2.23]"
"K05538"," MNN1"," alpha 1,3-mannosyltransferase [EC:2.4.1.-]"
"K10968"," MNT2"," alpha 1,3-mannosyltransferase [EC:2.4.1.-]"
"K10969"," MNT3"," alpha 1,3-mannosyltransferase [EC:2.4.1.-]"
"K09525"," DNAJC5"," DnaJ homolog subfamily C member 5"
"K09113"," MLX"," MAX-like protein X"
"K21630"," ZGLP1"," GATA-type zinc finger protein 1"
"K16628"," COL7A"," collagen type VII alpha"
"K08707"," DNTTIP1"," deoxynucleotidyltransferase terminal-interacting protein 1"
"K00066"," algD"," GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"K20196"," KIF3B"," kinesin family member 3B"
"K12357"," NEU2_3_4"," sialidase-2/3/4 [EC:3.2.1.18]"
"K00846"," KHK"," ketohexokinase [EC:2.7.1.3]"
"K01216"," bglS"," licheninase [EC:3.2.1.73]"
"K12380"," RASA3"," Ras GTPase-activating protein 3"
"K14305"," NUP43"," nuclear pore complex protein Nup43"
"K13834"," SPECT2"," sporozoite microneme protein 2"
"K11487"," PCGF1, NSPC1"," polycomb group RING finger protein 1"
"K11488"," PCGF3"," polycomb group RING finger protein 3"
"K01800"," maiA, GSTZ1"," maleylacetoacetate isomerase [EC:5.2.1.2]"
"K03722"," dinG"," ATP-dependent DNA helicase DinG [EC:5.6.2.3]"
"K01077"," E3.1.3.1, phoA, phoB"," alkaline phosphatase [EC:3.1.3.1]"
"K04131"," CHRM3"," muscarinic acetylcholine receptor M3"
"K04958"," ITPR1"," inositol 1,4,5-triphosphate receptor type 1"
"K04961"," RYR1"," ryanodine receptor 1"
"K04962"," RYR2"," ryanodine receptor 2"
"K04963"," RYR3"," ryanodine receptor 3"
"K19791"," FET3_5"," iron transport multicopper oxidase"
"K12504"," PDSS1"," decaprenyl-diphosphate synthase subunit 1 [EC:2.5.1.91]"
"K00083"," CAD"," cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]"
"K19409"," NLRP2"," NACHT, LRR and PYD domains-containing protein 2"
"K20864"," NLRP7, NALP7"," NACHT, LRR and PYD domains-containing protein 7"
"K06181"," rluE"," 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]"
"K09970"," aapQ, bztB"," general L-amino acid transport system permease protein"
"K07734"," paiB"," transcriptional regulator"
"K19804"," lapB"," lipopolysaccharide assembly protein B"
"K12254"," kauB"," 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]"
"K04087"," hflC"," modulator of FtsH protease HflC"
"K15342"," cas1"," CRISP-associated protein Cas1"
"K07971"," B3GNT4"," beta-1,3-N-acetylglucosaminyltransferase 4 [EC:2.4.1.149]"
"K00496"," alkB1_2, alkM"," alkane 1-monooxygenase [EC:1.14.15.3]"
"K17646"," VBS"," 5'-oxoaverantin cyclase / versicolorin B synthase [EC:4.2.1.142 4.2.1.143]"
"K03359"," APC12, CDC26"," anaphase-promoting complex subunit 12"
"K03981"," dsbC"," thiol:disulfide interchange protein DsbC [EC:5.3.4.1]"
"K15034"," yaeJ"," ribosome-associated protein"
"K03412"," cheB"," two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
"K00143"," LYS2"," L-2-aminoadipate reductase [EC:1.2.1.95]"
"K10369"," SVIL"," supervillin"
"K12579"," ISG20"," interferon-stimulated gene 20 kDa protein [EC:3.1.13.1]"
"K19681"," IFT52"," intraflagellar transport protein 52"
"K02404"," flhF"," flagellar biosynthesis protein FlhF"
"K08664"," PRSS8"," prostasin [EC:3.4.21.-]"
"K07742"," ylxR"," uncharacterized protein"
"K21916"," KCTD6"," BTB/POZ domain-containing protein KCTD6"
"K03560"," tolR"," biopolymer transport protein TolR"
"K06660"," CDC5"," cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]"
"K08861"," PLK2"," polo-like kinase 2 [EC:2.7.11.21]"
"K08862"," PLK3, CNK"," polo-like kinase 3 [EC:2.7.11.21]"
"K19596"," PLK5"," inactive serine/threonine-protein kinase PLK5"
"K03931"," ygjK"," glucosidase [EC:3.2.1.-]"
"K02279"," cpaB, rcpC"," pilus assembly protein CpaB"
"K05946"," tagA, tarA"," N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]"
"K00337"," nuoH"," NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]"
"K07167"," chrR"," putative transcriptional regulator"
"K10067"," SFTPA"," pulmonary surfactant-associated protein A"
"K12537"," hasE, prtE, rsaE, prsE, eexE"," membrane fusion protein, type I secretion system"
"K03684"," rnd"," ribonuclease D [EC:3.1.13.5]"
"K07071"," K07071"," uncharacterized protein"
"K02533"," lasT"," tRNA/rRNA methyltransferase [EC:2.1.1.-]"
"K21136"," triA"," membrane fusion protein, multidrug efflux system"
"K08715"," IRPC"," inward rectifier potassium channel"
"K08484"," ptsP"," phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]"
"K08098"," PIGZ, SMP3"," GPI mannosyltransferase 4 [EC:2.4.1.-]"
"K02418"," fliO, fliZ"," flagellar protein FliO/FliZ"
"K03118"," tatC"," sec-independent protein translocase protein TatC"
"K03117"," tatB"," sec-independent protein translocase protein TatB"
"K22348"," moxA"," manganese oxidase [EC:1.16.3.3]"
"K01026"," pct"," propionate CoA-transferase [EC:2.8.3.1]"
"K19416"," yccA"," modulator of FtsH protease"
"K11610"," mabA"," beta-ketoacyl ACP reductase [EC:1.1.1.100]"
"K01185"," E3.2.1.17"," lysozyme [EC:3.2.1.17]"
"K03824"," yhbS"," putative acetyltransferase [EC:2.3.1.-]"
"K04756"," ahpD"," lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]"
"K14980"," chvG"," two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]"
"K02410"," fliG"," flagellar motor switch protein FliG"
"K02411"," fliH"," flagellar assembly protein FliH"
"K04034"," bchE"," anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]"
"K09888"," zapA"," cell division protein ZapA"
"K13652"," K13652"," AraC family transcriptional regulator"
"K11753"," ribF"," riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]"
"K03577"," acrR, smeT"," TetR/AcrR family transcriptional regulator, acrAB operon repressor"
"K21918"," KCTD8_12_16"," BTB/POZ domain-containing protein KCTD8/12/16"
"K19932"," NCS1"," neuronal calcium sensor 1"
"K03641"," tolB"," TolB protein"
"K11532"," glpX-SEBP"," fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
"K07491"," rayT"," REP-associated tyrosine transposase"
"K06045"," shc"," squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]"
"K08122"," LUM"," lumican"
"K00517"," CYP81F"," indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-]"
"K13260"," CYP81E"," isoflavone/4'-methoxyisoflavone 2'-hydroxylase [EC:1.14.14.90 1.14.14.89]"
"K20623"," CYP92A6"," typhasterol/6-deoxotyphasterol 2alpha-hydroxylase"
"K02664"," pilO"," type IV pilus assembly protein PilO"
"K01058"," pldA"," phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]"
"K07502"," yprB"," uncharacterized protein"
"K15859"," SKN7"," osomolarity two-component system, response regulator SKN7"
"K13592"," rcdA"," regulator of CtrA degradation"
"K10924"," mshA"," MSHA pilin protein MshA"
"K10925"," mshB"," MSHA pilin protein MshB"
"K22473"," adhA"," alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]"
"K13247"," CRYL1"," L-gulonate 3-dehydrogenase [EC:1.1.1.45]"
"K04744"," lptD, imp, ostA"," LPS-assembly protein"
"K09624"," PRSS12"," neurotrypsin [EC:3.4.21.-]"
"K07647"," torS"," two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]"
"K10909"," luxQ"," two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]"
"K06076"," fadL"," long-chain fatty acid transport protein"
"K03558"," cvpA"," membrane protein required for colicin V production"
"K13683"," wcaE"," putative colanic acid biosynthesis glycosyltransferase WcaE [EC:2.4.-.-]"
"K02672"," pilW"," type IV pilus assembly protein PilW"
"K09769"," ymdB"," 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]"
"K02657"," pilG"," twitching motility two-component system response regulator PilG"
"K02658"," pilH"," twitching motility two-component system response regulator PilH"
"K15338"," GEN1, YEN1"," holliday junction resolvase GEN1/YEN1 [EC:3.1.-.-]"
"K11127"," TEP1"," telomerase protein component 1"
"K03579"," hrpB"," ATP-dependent helicase HrpB [EC:3.6.4.13]"
"K17713"," bamB"," outer membrane protein assembly factor BamB"
"K11124"," SMG6, EST1A"," protein SMG6 [EC:3.1.-.-]"
"K18826"," CAMKMT"," calmodulin-lysine N-methyltransferase [EC:2.1.1.60]"
"K09007"," folE2"," GTP cyclohydrolase IB [EC:3.5.4.16]"
"K09908"," K09908"," uncharacterized protein"
"K11719"," lptC"," lipopolysaccharide export system protein LptC"
"K01459"," E3.5.1.77"," N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]"
"K08691"," mcl"," malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]"
"K04511"," PRICKLE"," prickle"
"K14380"," FHL2"," four and a half LIM domains protein 2"
"K09812"," ftsE"," cell division transport system ATP-binding protein"
"K07109"," K07109"," uncharacterized protein"
"K00331"," nuoB"," NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]"
"K00330"," nuoA"," NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]"
"K00925"," ackA"," acetate kinase [EC:2.7.2.1]"
"K06415"," spoVR"," stage V sporulation protein R"
"K16216"," yueD"," benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]"
"K05909"," E1.10.3.2"," laccase [EC:1.10.3.2]"
"K02662"," pilM"," type IV pilus assembly protein PilM"
"K13585"," hfaA"," holdfast attachment protein HfaA"
"K10349"," FEM1B"," protein fem-1 homolog B"
"K10038"," glnQ"," glutamine transport system ATP-binding protein [EC:7.4.2.1]"
"K04080"," ibpA"," molecular chaperone IbpA"
"K10125"," dctB"," two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"
"K11709"," troD, mntD, znuB"," manganese/zinc/iron transport system permease protein"
"K11708"," troC, mntC, znuB"," manganese/zinc/iron transport system permease protein"
"K02283"," cpaF, tadA"," pilus assembly protein CpaF [EC:7.4.2.8]"
"K03603"," fadR"," GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA"
"K01796"," E5.1.99.4, AMACR, mcr"," alpha-methylacyl-CoA racemase [EC:5.1.99.4]"
"K09938"," K09938"," uncharacterized protein"
"K01473"," hyuA"," N-methylhydantoinase A [EC:3.5.2.14]"
"K14266"," prnA, rebH, ktzQ"," tryptophan 7-halogenase [EC:1.14.19.9]"
"K03307"," TC.SSS"," solute:Na+ symporter, SSS family"
"K11928"," putP"," sodium/proline symporter"
"K07343"," tfoX"," DNA transformation protein and related proteins"
"K10941"," flrA, fleQ, flaK"," sigma-54 dependent transcriptional regulator, flagellar regulatory protein"
"K00076"," hdhA"," 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"K10026"," queE"," 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]"
"K10715"," rpfC"," two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]"
"K03568"," tldD"," TldD protein"
"K18093"," oprD"," imipenem/basic amino acid-specific outer membrane pore [EC:3.4.21.-]"
"K01879"," glyS"," glycyl-tRNA synthetase beta chain [EC:6.1.1.14]"
"K02396"," flgK"," flagellar hook-associated protein 1"
"K07182"," K07182"," CBS domain-containing protein"
"K06024"," scpB"," segregation and condensation protein B"
"K03643"," lptE, rlpB"," LPS-assembly lipoprotein"
"K07506"," K07506"," AraC family transcriptional regulator"
"K16180"," pylB"," methylornithine synthase [EC:5.4.99.58]"
"K16074"," zntB"," zinc transporter"
"K00989"," rph"," ribonuclease PH [EC:2.7.7.56]"
"K08648"," HABP2"," hyaluronan binding protein 2 [EC:3.4.21.-]"
"K07283"," ydiY"," putative salt-induced outer membrane protein"
"K03705"," hrcA"," heat-inducible transcriptional repressor"
"K09796"," pccA"," periplasmic copper chaperone A"
"K03703"," uvrC"," excinuclease ABC subunit C"
"K09798"," K09798"," uncharacterized protein"
"K21973"," bluF"," blue light- and temperature-responsive anti-repressor"
"K13776"," atuH"," citronellyl-CoA synthetase [EC:6.2.1.-]"
"K02485"," rssB, hnr"," two-component system, response regulator"
"K04754"," mlaA, vacJ"," phospholipid-binding lipoprotein MlaA"
"K20402"," DEPTOR"," DEP domain-containing mTOR-interacting protein"
"K21405"," acoR"," sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR"
"K15894"," pseB, wbjB"," UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]"
"K07289"," asmA"," AsmA protein"
"K00060"," tdh"," threonine 3-dehydrogenase [EC:1.1.1.103]"
"K02671"," pilV"," type IV pilus assembly protein PilV"
"K00335"," nuoF"," NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]"
"K20976"," hptB"," histidine phosphotransfer protein HptB"
"K13593"," tipF"," cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF"
"K06203"," cysZ"," CysZ protein"
"K03380"," E1.14.13.7"," phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]"
"K12794"," CARD9"," caspase recruitment domain-containing protein 9"
"K02507"," hofQ"," protein transport protein HofQ"
"K02666"," pilQ"," type IV pilus assembly protein PilQ"
"K07716"," pleC"," two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]"
"K11357"," divJ"," two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"
"K03646"," tolA"," colicin import membrane protein"
"K06148"," ABCC-BAC"," ATP-binding cassette, subfamily C, bacterial"
"K07257"," spsF"," spore coat polysaccharide biosynthesis protein SpsF"
"K03496"," parA, soj"," chromosome partitioning protein"
"K03821"," phaC, phbC"," poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]"
"K00073"," allD"," ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]"
"K13574"," hcxB"," hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]"
"K15012"," regA, regR, actR"," two-component system, response regulator RegA"
"K12511"," tadC"," tight adherence protein C"
"K03528"," zipA"," cell division protein ZipA"
"K07258"," dacC, dacA, dacD"," serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"
"K02496"," hemX"," uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"K13543"," hemDX"," uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"K14159"," rnhA-dnaQ"," ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]"
"K09860"," flgP"," outer membrane protein FlgP"
"K02040"," pstS"," phosphate transport system substrate-binding protein"
"K21871"," MPHOSPH8, MPP8"," M-phase phosphoprotein 8"
"K07262"," pbpG"," serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]"
"K07660"," phoP"," two-component system, OmpR family, response regulator PhoP"
"K01734"," mgsA"," methylglyoxal synthase [EC:4.2.3.3]"
"K13954"," yiaY"," alcohol dehydrogenase [EC:1.1.1.1]"
"K09931"," K09931"," uncharacterized protein"
"K16047"," hsaA"," 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]"
"K14023"," HRD3"," ERAD-associated E3 ubiquitin-protein ligase component HRD3"
"K06194"," nlpD"," lipoprotein NlpD"
"K12943"," ygeR"," lipoprotein YgeR"
"K05847"," opuA"," osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]"
"K19292"," algK"," alginate biosynthesis protein AlgK"
"K03282"," mscL"," large conductance mechanosensitive channel"
"K07497"," K07497"," putative transposase"
"K13599"," ntrX"," two-component system, NtrC family, nitrogen regulation response regulator NtrX"
"K06622"," CDKN2C, P18, INK4C"," cyclin-dependent kinase inhibitor 2C"
"K03744"," lemA"," LemA protein"
"K18185"," COX23"," cytochrome c oxidase assembly protein subunit 23"
"K08104"," HS3ST5"," [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]"
"K19762"," HAF1"," ATP-binding cassette, subfamily B, HAIF transporter"
"K00333"," nuoD"," NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]"
"K06601"," flbT"," flagellar biosynthesis repressor protein FlbT"
"K09921"," K09921"," uncharacterized protein"
"K02652"," pilB"," type IV pilus assembly protein PilB"
"K15003"," CYP9"," cytochrome P450 family 9 [EC:1.14.-.-]"
"K00404"," ccoN"," cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]"
"K21498"," higA-1"," antitoxin HigA-1"
"K19290"," alg8"," mannuronan synthase [EC:2.4.1.33]"
"K00075"," murB"," UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]"
"K13013"," wbqV"," O-antigen biosynthesis protein WbqV"
"K07216"," hr"," hemerythrin"
"K13590"," dgcB"," diguanylate cyclase [EC:2.7.7.65]"
"K00334"," nuoE"," NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]"
"K17737"," dhcR"," LysR family transcriptional regulator, carnitine catabolism transcriptional activator"
"K02659"," pilI"," twitching motility protein PilI"
"K02472"," wecC"," UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]"
"K17838"," oxa"," beta-lactamase class D [EC:3.5.2.6]"
"K02282"," cpaE, tadZ"," pilus assembly protein CpaE"
"K09826"," irr"," Fur family transcriptional regulator, iron response regulator"
"K10805"," tesB"," acyl-CoA thioesterase II [EC:3.1.2.-]"
"K01467"," ampC"," beta-lactamase class C [EC:3.5.2.6]"
"K01439"," dapE"," succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]"
"K05567"," mnhC, mrpC"," multicomponent Na+:H+ antiporter subunit C"
"K03592"," pmbA"," PmbA protein"
"K21137"," triB"," membrane fusion protein, multidrug efflux system"
"K02389"," flgD"," flagellar basal-body rod modification protein FlgD"
"K02806"," ptsN"," nitrogen PTS system EIIA component [EC:2.7.1.-]"
"K01389"," MME, CD10"," neprilysin [EC:3.4.24.11]"
"K16291"," erfK"," L,D-transpeptidase ErfK/SrfK"
"K13746"," cansdh"," carboxynorspermidine synthase [EC:1.5.1.43]"
"K19222"," menI, DHNAT"," 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"
"K02670"," pilU"," twitching motility protein PilU"
"K00278"," nadB"," L-aspartate oxidase [EC:1.4.3.16]"
"K02454"," gspE"," general secretion pathway protein E [EC:7.4.2.8]"
"K14449"," mch, mcd"," 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]"
"K01029"," scoB"," 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]"
"K12510"," tadB"," tight adherence protein B"
"K02194"," ccmB"," heme exporter protein B"
"K05566"," mnhB, mrpB"," multicomponent Na+:H+ antiporter subunit B"
"K03775"," slyD"," FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]"
"K05499"," cytR"," LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG"
"K01588"," purE"," 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]"
"K07637"," phoQ"," two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]"
"K07689"," uvrY, gacA, varA"," two-component system, NarL family, invasion response regulator UvrY"
"K00174"," korA, oorA, oforA"," 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"K03309"," TC.DAACS"," dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family"
"K04566"," lysK"," lysyl-tRNA synthetase, class I [EC:6.1.1.6]"
"K05524"," fdxA"," ferredoxin"
"K09958"," K09958"," uncharacterized protein"
"K00338"," nuoI"," NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]"
"K00851"," idnK, gntK"," gluconokinase [EC:2.7.1.12]"
"K08305"," mltB"," membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]"
"K02277"," coxD, ctaF"," cytochrome c oxidase subunit IV [EC:7.1.1.9]"
"K10652"," TRIM25, EFP"," tripartite motif-containing protein 25 [EC:2.3.2.27]"
"K08304"," mltA"," membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]"
"K00282"," gcvPA"," glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]"
"K02401"," flhB"," flagellar biosynthesis protein FlhB"
